OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	3.7304	0.2921	0.3947	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	3.6959	0.2962	0.3983	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	3.6154	0.3061	0.4096	1	0.0012	0.0017	1e-04	3e-04
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	3.4674	0.325	0.4328	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 5	3.359	0.3395	0.441	1	9e-04	6e-04	4e-04	6e-04
k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Vampirovibrionales	3.359	0.3395	0.441	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage IIc	3.359	0.3395	0.441	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Microgenomates;c__;o__	3.359	0.3395	0.441	1	4e-04	5e-04	7e-04	3e-04
k__Bacteria;p__Proteobacteria;Other;Other	3.359	0.3395	0.441	1	2e-04	3e-04	5e-04	3e-04
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	3.3077	0.3466	0.441	1	4e-04	1e-04	3e-04	1e-04
k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales	3.3077	0.3466	0.441	1	2e-04	1e-04	1e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NKB5	3.3077	0.3466	0.441	1	8e-04	3e-04	4e-04	6e-04
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	3.2138	0.3598	0.441	1	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__	3.2051	0.3611	0.441	1	0	1e-04	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	3.2051	0.3611	0.441	1	0.0225	0.0209	0.0181	0.0188
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage IV	3.1026	0.3761	0.441	1	5e-04	3e-04	3e-04	2e-04
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Elev-16S-976	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__BSV13;o__	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidia Incertae Sedis	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__SB-5;o__	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__WCHB1-32;o__	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;Other;Other	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage I (Endomicrobia)	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacteria Incertae Sedis	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Lentisphaerae;c__Oligosphaeria;o__	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__4-Org1-14	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Betaproteobacteria Incertae Sedis	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales	3	0.3916	0.441	1	6e-04	1e-04	1e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__43F-1404R	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BD72BR169	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__TA18;o__Rhizobiales bacterium LX78	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes RF9	3	0.3916	0.441	1	0	0	0	0
k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales	3	0.3916	0.441	1	0.0044	0.0035	0.0082	0.0053
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Elev-16S-816	2.9385	0.4012	0.4499	1	0	0	1e-04	0
k__Archaea;p__Miscellaneous Crenarchaeotic Group;c__;o__	2.7772	0.4273	0.4772	1	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage IIb	2.7436	0.4329	0.4815	1	5e-04	2e-04	4e-04	4e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	2.632	0.4519	0.5007	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales	2.5897	0.4593	0.5069	1	0.0101	0.0064	0.0062	0.0081
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	2.4872	0.4776	0.5235	1	0.0201	0.0348	0.0328	0.0315
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other	2.4843	0.4781	0.5235	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A clade	2.4551	0.4835	0.5272	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales	2.3333	0.5062	0.5498	1	2e-04	1e-04	0	1e-04
k__Bacteria;p__Omnitrophica;c__NPL-UPA2;o__	2.3053	0.5115	0.5535	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__ARKICE-90;o__	2.2821	0.516	0.5561	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cercis gigantea	2.2121	0.5296	0.5642	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Triticum aestivum (bread wheat)	2.2121	0.5296	0.5642	1	0	0	0	0
k__Bacteria;p__GAL08;c__;o__	2.2121	0.5296	0.5642	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	2.0769	0.5566	0.5907	1	0.0013	0.001	0.0011	0.001
k__Bacteria;p__Proteobacteria;c__JTB23;o__	1.9785	0.5769	0.6075	1	0	0	0	0
k__Bacteria;Other;Other;Other	1.9744	0.5777	0.6075	1	2e-04	2e-04	5e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	1.9684	0.579	0.6075	1	0	0	0	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__KD3-62	1.9449	0.5839	0.6104	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Lolium perenne	1.8718	0.5994	0.6219	1	1e-04	2e-04	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales	1.8718	0.5994	0.6219	1	0.0055	0.0062	0.0071	0.0077
Unassigned;Other;Other;Other	1.7692	0.6217	0.6425	1	0.0277	0.019	0.0256	0.0231
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 21	1.5623	0.668	0.6878	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	1.359	0.7152	0.7337	1	0.0283	0.0307	0.0388	0.0317
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	1.2811	0.7336	0.7499	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	1.2564	0.7395	0.7531	1	8e-04	4e-04	5e-04	6e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other	0.7436	0.8629	0.8755	1	3e-04	3e-04	2e-04	3e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.5385	0.9104	0.9203	1	2e-04	2e-04	2e-04	2e-04
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 7	0.2308	0.9725	0.9795	1	0.0191	0.0176	0.0173	0.0192
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EC3	0.1594	0.9839	0.9874	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales	0.1282	0.9883	0.9883	1	0.0053	0.0048	0.0057	0.0053
